Company,Item,Category,Calories,Calories Category,Calories from Fat,Calories from Fat Category,Total Fat (g),Total Fat (g) Category,Saturated Fat (g),Saturated Fat (g) Category,Trans Fat (g),Trans Fat (g) Category,Cholesterol (mg),Cholesterol (mg) Category,Sodium (mg),Sodium (mg) Category,Carbs (g),Carbs (g) Category,Fiber (g),Fiber (g) Category,Sugars (g),Sugars (g) Category,Protein (g),Protein (g) Category,Weight Watchers Pnts,Weight Watchers Pnts Category
Wendy’s,Sausage and Egg Burrito,Breakfast,360,Low,244.5762712,Low,20,Low,8,Low,0,Low,210,Mid,920,Low,29,Low,1,Low,2,Low,17,Low,353,Low
Wendy’s,Sausage and Gravy Biscuit,Breakfast,490,Mid,244.5762712,Low,29,Low,14,Mid,0,Low,20,Low,1400,Mid,49,Low,2,Low,6,Low,8,Low,502,Mid
Wendy’s,Sausage Biscuit,Breakfast,480,Mid,244.5762712,Low,33,Mid,15,Mid,0,Low,50,Low,1010,Mid,35,Low,1,Low,5,Low,12,Low,488,Mid
Wendy’s,Sausage Breakfast Bowl,Breakfast,640,Mid,244.5762712,Low,42,Mid,14,Mid,0,Low,270,Mid,1540,Mid,46,Low,4,Low,3,Low,21,Low,636,Mid
Wendy’s,"Seasoned Home-Style Potatoes, Large",Side,360,Low,128.6956522,Low,13,Low,2.5,Low,0,Low,0,Low,1080,Mid,57,Low,6,Low,1,Low,5,Low,359,Low
Wendy’s,"Seasoned Home-Style Potatoes, Medium",Side,250,Low,128.6956522,Low,9,Low,1.5,Low,0,Low,0,Low,750,Low,39,Low,4,Low,1,Low,4,Low,249,Low
Wendy’s,"Seasoned Home-Style Potatoes, Small",Side,230,Low,128.6956522,Low,8,Low,1.5,Low,0,Low,0,Low,680,Low,35,Low,4,Low,0,Low,3,Low,229,Low
Wendy’s,Two Sausage and Egg Burritos,Breakfast,720,Mid,244.5762712,Low,41,Mid,16,Mid,0,Low,420,High,1830,Mid,59,Low,2,Low,5,Low,34,Mid,707,Mid
Wendy’s,Two Sausage Biscuits,Breakfast,960,High,244.5762712,Low,65,Mid,31,High,0,Low,95,Low,2020,High,70,Low,3,Low,10,Low,23,Low,978,High
KFC,Limited Time Cinnabon Dessert Biscuits,Breakfast,290,Low,244.5762712,Low,13,Low,7,Low,0,Low,5,Low,580,Low,40,Low,2,Low,17,Low,4,Low,310,Low
KFC,Limited Time ORIGINAL RECIPE CHICKEN Chicken Breast,Other,390,Low,53.84955752,Low,21,Low,4,Low,0,Low,120,Low,1190,Mid,11,Low,2,Low,0,Low,39,Mid,355,Low
KFC,Limited Time ORIGINAL RECIPE CHICKEN Chicken Limited Time Drumstick,Other,130,Low,53.84955752,Low,8,Low,1.5,Low,0,Low,55,Low,430,Low,4,Low,1,Low,0,Low,12,Low,119.5,Low
KFC,Limited Time ORIGINAL RECIPE CHICKEN Chicken Thigh,Other,280,Low,53.84955752,Low,19,Low,4.5,Low,0,Low,100,Low,910,Low,8,Low,1,Low,0,Low,19,Low,265.5,Low
KFC,Limited Time ORIGINAL RECIPE CHICKEN Chicken Whole Wing,Nuggets / Wings / Tenders,130,Low,232.2222222,Low,8,Low,2,Low,0,Low,55,Low,380,Low,3,Low,0,Low,0,Low,10,Low,122,Low
KFC,Chicken Breast,Other,770,Mid,53.84955752,Low,60,Mid,10,Low,0,Low,105,Low,1530,Mid,21,Low,1,Low,1,Low,35,Mid,746,Mid
KFC,Chicken Drumstick,Other,250,Low,53.84955752,Low,21,Low,3.5,Low,0,Low,50,Low,530,Low,6,Low,1,Low,0,Low,11,Low,242.5,Low
KFC,Chicken Thigh,Other,500,Mid,53.84955752,Low,40,Mid,7,Low,0,Low,100,Low,970,Mid,11,Low,1,Low,1,Low,22,Low,486,Mid
KFC,Chicken Whole Wing,Nuggets / Wings / Tenders,290,Low,232.2222222,Low,25,Low,4,Low,0,Low,45,Low,520,Low,6,Low,1,Low,1,Low,10,Low,285,Low
KFC,Breast,Other,260,Low,53.84955752,Low,12,Low,3,Low,0,Low,130,Low,790,Low,1,Low,0,Low,0,Low,38,Mid,225,Low
KFC,Drumstick,Other,100,Low,53.84955752,Low,6,Low,1.5,Low,0,Low,55,Low,260,Low,0,Low,0,Low,0,Low,11,Low,90.5,Low
KFC,Thigh,Other,180,Low,53.84955752,Low,12,Low,3.5,Low,0,Low,90,Low,470,Low,0,Low,0,Low,0,Low,17,Low,166.5,Low
KFC,Whole Wing,Nuggets / Wings / Tenders,90,Low,232.2222222,Low,6,Low,1.5,Low,0,Low,45,Low,210,Low,1,Low,0,Low,0,Low,9,Low,82.5,Low
KFC,Breast,Other,540,Mid,53.84955752,Low,40,Mid,7,Low,0,Low,100,Low,1390,Mid,14,Low,2,Low,1,Low,31,Mid,517,Mid
KFC,Drumstick,Other,190,Low,53.84955752,Low,14,Low,2.5,Low,0,Low,40,Low,510,Low,6,Low,1,Low,0,Low,9,Low,183.5,Low
KFC,Thigh,Other,390,Low,53.84955752,Low,32,Low,6,Low,0,Low,65,Low,900,Low,12,Low,2,Low,1,Low,13,Low,384,Low
KFC,Whole Wing,Nuggets / Wings / Tenders,180,Low,232.2222222,Low,15,Low,2.5,Low,0,Low,35,Low,450,Low,5,Low,1,Low,0,Low,8,Low,174.5,Low
KFC,EXTRA CRISPY Chicken Breast,Chicken Sandwich / Wrap,530,Mid,220.8695652,Low,35,Mid,6,Low,0,Low,105,Low,1150,Mid,18,Low,0,Low,0,Low,35,Mid,501,Mid
KFC,EXTRA CRISPY Chicken Drumstick,Chicken Sandwich / Wrap,170,Low,220.8695652,Low,12,Low,2,Low,0,Low,50,Low,390,Low,5,Low,0,Low,0,Low,10,Low,162,Low
KFC,EXTRA CRISPY Chicken Thigh,Chicken Sandwich / Wrap,330,Low,220.8695652,Low,23,Low,4.5,Low,0,Low,100,Low,700,Low,9,Low,0,Low,0,Low,22,Low,312.5,Low
KFC,EXTRA CRISPY Chicken Whole Wing,Chicken Sandwich / Wrap,170,Low,220.8695652,Low,13,Low,2,Low,0,Low,45,Low,340,Low,5,Low,0,Low,0,Low,10,Low,162,Low
KFC,KENTUCKY GRILLED CHICKEN Breast,Chicken Sandwich / Wrap,210,Low,220.8695652,Low,7,Low,2,Low,0,Low,130,Low,710,Low,0,Low,0,Low,0,Low,38,Mid,174,Low
KFC,KENTUCKY GRILLED CHICKEN Drumstick,Chicken Sandwich / Wrap,80,Low,220.8695652,Low,4,Low,1,Low,0,Low,55,Low,220,Low,0,Low,0,Low,0,Low,11,Low,70,Low
KFC,KENTUCKY GRILLED CHICKEN Thigh,Chicken Sandwich / Wrap,150,Low,220.8695652,Low,9,Low,3,Low,0,Low,90,Low,420,Low,0,Low,0,Low,0,Low,17,Low,136,Low
KFC,KENTUCKY GRILLED CHICKEN Whole Wing,Chicken Sandwich / Wrap,70,Low,220.8695652,Low,3,Low,1,Low,0,Low,45,Low,180,Low,0,Low,0,Low,0,Low,9,Low,62,Low
KFC,SPICY CRISPY CHICKEN Breast,Chicken Sandwich / Wrap,350,Low,220.8695652,Low,20,Low,3.5,Low,0,Low,100,Low,1100,Mid,11,Low,1,Low,0,Low,30,Mid,323.5,Low
KFC,SPICY CRISPY CHICKEN Drumstick,Chicken Sandwich / Wrap,130,Low,220.8695652,Low,8,Low,1.5,Low,0,Low,40,Low,420,Low,5,Low,1,Low,0,Low,9,Low,122.5,Low
KFC,SPICY CRISPY CHICKEN Thigh,Chicken Sandwich / Wrap,270,Low,220.8695652,Low,20,Low,3.5,Low,0,Low,65,Low,720,Low,10,Low,1,Low,0,Low,13,Low,260.5,Low
KFC,SPICY CRISPY CHICKEN Whole Wing,Chicken Sandwich / Wrap,120,Low,220.8695652,Low,8,Low,1.5,Low,0,Low,35,Low,350,Low,5,Low,0,Low,0,Low,7,Low,114.5,Low
KFC,EXTRA CRISPY Tender (each),Nuggets / Wings / Tenders,260,Low,232.2222222,Low,14,Low,2,Low,0,Low,50,Low,610,Low,15,Low,1,Low,0,Low,19,Low,243,Low
KFC,EXTRA CRISPY Tender (each),Nuggets / Wings / Tenders,220,Low,232.2222222,Low,16,Low,2.5,Low,0,Low,25,Low,460,Low,9,Low,1,Low,0,Low,10,Low,212.5,Low
KFC,KENTUCKY FRIED WINGS Buffalo,Nuggets / Wings / Tenders,100,Low,232.2222222,Low,7,Low,1.5,Low,0,Low,20,Low,310,Low,3,Low,0,Low,0,Low,5,Low,96.5,Low
KFC,KENTUCKY FRIED WINGS Honey BBQ,Nuggets / Wings / Tenders,100,Low,232.2222222,Low,6,Low,1,Low,0,Low,20,Low,210,Low,8,Low,0,Low,4,Low,5,Low,100,Low
KFC,KENTUCKY FRIED WINGS Nashville Hot,Nuggets / Wings / Tenders,130,Low,232.2222222,Low,11,Low,2,Low,0,Low,20,Low,230,Low,4,Low,0,Low,0,Low,5,Low,127,Low
KFC,KENTUCKY FRIED WINGS Unsauced,Nuggets / Wings / Tenders,80,Low,232.2222222,Low,6,Low,1,Low,0,Low,20,Low,150,Low,3,Low,0,Low,0,Low,5,Low,76,Low
KFC,POPCORN NUGGETS Kids,Nuggets / Wings / Tenders,290,Low,232.2222222,Low,19,Low,2.5,Low,0,Low,30,Low,870,Low,19,Low,1,Low,0,Low,13,Low,279.5,Low
KFC,POPCORN NUGGETS Large,Nuggets / Wings / Tenders,620,Mid,232.2222222,Low,39,Mid,5,Low,0,Low,65,Low,1820,Mid,39,Low,2,Low,0,Low,27,Mid,598,Mid
KFC,BBQ Baked Beans,Side,190,Low,128.6956522,Low,1,Low,0,Low,0,Low,0,Low,650,Low,34,Low,7,Low,15,Low,11,Low,194,Low
KFC,Biscuit,Breakfast,180,Low,244.5762712,Low,8,Low,4.5,Low,0,Low,0,Low,520,Low,22,Low,1,Low,1,Low,4,Low,181.5,Low
KFC,Coleslaw,Side,170,Low,128.6956522,Low,12,Low,2,Low,0,Low,5,Low,180,Low,14,Low,4,Low,10,Low,1,Low,181,Low
KFC,Corn on the Cob,Side,70,Low,128.6956522,Low,0.5,Low,0,Low,0,Low,0,Low,0,Low,17,Low,2,Low,3,Low,2,Low,71,Low
KFC,Green Beans,Side,25,Low,128.6956522,Low,0,Low,0,Low,0,Low,0,Low,300,Low,5,Low,3,Low,1,Low,1,Low,25,Low
KFC,KFC® Cornbread Muffin,Side,210,Low,128.6956522,Low,9,Low,1.5,Low,0,Low,35,Low,240,Low,28,Low,1,Low,11,Low,3,Low,219.5,Low
KFC,Macaroni & Cheese,Other,140,Low,53.84955752,Low,6,Low,1.5,Low,0,Low,5,Low,590,Low,17,Low,1,Low,2,Low,5,Low,138.5,Low
KFC,Macaroni Salad,Salad,140,Low,53.75,Low,8,Low,1,Low,0,Low,15,Low,290,Low,14,Low,0,Low,9,Low,1,Low,149,Low
KFC,Mashed Potatoes,Side,110,Low,128.6956522,Low,3.5,Low,0.5,Low,0,Low,0,Low,330,Low,17,Low,1,Low,0,Low,2,Low,108.5,Low
KFC,Mashed Potatoes With Gravy,Side,130,Low,128.6956522,Low,4.5,Low,1,Low,0,Low,0,Low,520,Low,20,Low,1,Low,0,Low,3,Low,128,Low
KFC,Potato Salad,Side,340,Low,128.6956522,Low,28,Low,4.5,Low,0,Low,25,Low,290,Low,19,Low,2,Low,3,Low,2,Low,345.5,Low
KFC,Secret Recipe Fries,Side,320,Low,128.6956522,Low,15,Low,2,Low,0,Low,0,Low,1100,Mid,41,Low,3,Low,0,Low,5,Low,317,Low
KFC,Sweet Kernel Corn,Side,70,Low,128.6956522,Low,0.5,Low,0,Low,0,Low,0,Low,0,Low,16,Low,2,Low,2,Low,2,Low,70,Low
KFC,BBQ Baked Beans (Family),Side,830,High,128.6956522,Low,5,Low,1,Low,0,Low,0,Low,2810,High,148,Mid,31,High,63,Low,47,Mid,847,Mid
KFC,Coleslaw (Family),Side,640,Mid,128.6956522,Low,46,Mid,7,Low,0,Low,15,Low,670,Low,54,Low,14,Mid,37,Low,4,Low,680,Mid
KFC,Corn on the Cob (Family),Side,280,Low,128.6956522,Low,2,Low,0,Low,0,Low,0,Low,15,Low,67,Low,8,Low,11,Low,9,Low,282,Low
KFC,Green Beans (Family),Side,80,Low,128.6956522,Low,0,Low,0,Low,0,Low,0,Low,930,Low,15,Low,9,Low,3,Low,4,Low,79,Low
KFC,Macaroni & Cheese (Family),Other,540,Mid,53.84955752,Low,23,Low,6,Low,0,Low,10,Low,2220,High,66,Low,5,Low,8,Low,18,Low,536,Mid
KFC,Macaroni Salad (Family),Salad,480,Mid,53.75,Low,28,Low,3.5,Low,0,Low,55,Low,990,Mid,50,Low,0,Low,30,Low,3,Low,510.5,Mid
KFC,Mashed Potatoes (Family),Side,460,Mid,128.6956522,Low,15,Low,3,Low,0,Low,0,Low,1410,Mid,72,Low,6,Low,0,Low,9,Low,454,Mid
KFC,Mashed Potatoes With Gravy (Family),Side,590,Mid,128.6956522,Low,21,Low,5,Low,0,Low,0,Low,2590,High,88,Low,6,Low,1,Low,12,Low,584,Mid
KFC,Potato Salad (Family),Side,1200,High,128.6956522,Low,98,High,16,Mid,0,Low,80,Low,1010,Mid,65,Low,8,Low,12,Low,8,Low,1220,High
KFC,Secret Recipe Fries (Family),Side,840,High,128.6956522,Low,40,Mid,5,Low,0,Low,0,Low,2890,High,108,Mid,9,Low,0,Low,13,Low,832,Mid
KFC,Sweet Kernel Corn (Family),Side,280,Low,128.6956522,Low,2.5,Low,0,Low,0,Low,0,Low,10,Low,67,Low,7,Low,8,Low,10,Low,278,Low
KFC,Chicken Littles,Other,300,Low,53.84955752,Low,15,Low,2.5,Low,0,Low,30,Low,620,Low,27,Low,1,Low,3,Low,14,Low,291.5,Low
KFC,Chicken Littles – Buffalo,Other,310,Low,53.84955752,Low,17,Low,2.5,Low,0,Low,30,Low,790,Low,27,Low,1,Low,3,Low,14,Low,301.5,Low
KFC,Chicken Littles – Honey BBQ,Other,320,Low,53.84955752,Low,15,Low,2.5,Low,0,Low,30,Low,680,Low,31,Low,1,Low,7,Low,14,Low,315.5,Low
KFC,Chicken Littles – Nashville Hot,Other,340,Low,53.84955752,Low,19,Low,3,Low,0,Low,30,Low,680,Low,27,Low,1,Low,3,Low,14,Low,332,Low
KFC,Classic Chicken Sandwich,Chicken Sandwich / Wrap,650,Mid,220.8695652,Low,35,Mid,4.5,Low,0,Low,90,Low,1260,Mid,49,Low,1,Low,6,Low,34,Mid,626.5,Mid
KFC,Crispy Colonel’s Sandwich,Other,470,Mid,53.84955752,Low,24,Low,3.5,Low,0,Low,60,Low,1170,Mid,39,Low,1,Low,4,Low,24,Mid,453.5,Mid
KFC,Crispy Colonel’s Sandwich – Buffalo,Other,500,Mid,53.84955752,Low,27,Low,4,Low,0,Low,60,Low,1500,Mid,39,Low,1,Low,4,Low,24,Mid,484,Mid
KFC,Crispy Colonel’s Sandwich – Honey BBQ,Other,510,Mid,53.84955752,Low,25,Low,3.5,Low,0,Low,60,Low,1290,Mid,48,Low,1,Low,12,Low,24,Mid,501.5,Mid
KFC,Crispy Colonel’s Sandwich – Nashville Hot,Other,540,Mid,53.84955752,Low,32,Low,4.5,Low,0,Low,60,Low,1290,Mid,40,Low,1,Low,5,Low,24,Mid,525.5,Mid
KFC,Crispy Twister®,Chicken Sandwich / Wrap,630,Mid,220.8695652,Low,34,Mid,7,Low,0,Low,70,Low,1260,Mid,53,Low,4,Low,3,Low,28,Mid,612,Mid
KFC,Honey BBQ Sandwich,Other,350,Low,53.84955752,Low,3.5,Low,0.5,Low,0,Low,55,Low,1350,Mid,55,Low,2,Low,22,Low,24,Mid,348.5,Low
KFC,Spicy Chicken Sandwich,Chicken Sandwich / Wrap,620,Mid,220.8695652,Low,33,Mid,4,Low,0,Low,85,Low,2140,High,49,Low,1,Low,6,Low,34,Mid,596,Mid
KFC,Chicken Pot Pie,Dessert,720,Mid,127.2972973,Low,41,Mid,25,High,0,Low,80,Low,1750,Mid,60,Low,7,Low,5,Low,26,Mid,724,Mid
KFC,KFC® Famous Bowl,Bowl,740,Mid,173.3333333,Low,35,Mid,6,Low,0,Low,45,Low,2350,High,81,Low,6,Low,2,Low,26,Mid,722,Mid
KFC,KFC® Famous Bowl – Snack Size,Bowl,270,Low,173.3333333,Low,14,Low,3.5,Low,0,Low,20,Low,850,Low,27,Low,2,Low,1,Low,11,Low,263.5,Low
KFC,Caesar Side Salad,Side,40,Low,128.6956522,Low,2,Low,1,Low,0,Low,5,Low,90,Low,2,Low,1,Low,1,Low,3,Low,39,Low
KFC,House Side Salad,Side,15,Low,128.6956522,Low,0,Low,0,Low,0,Low,0,Low,10,Low,3,Low,2,Low,2,Low,1,Low,16,Low
KFC,Heinz Buttermilk Dressing,Drink,160,Low,73.02521008,Low,17,Low,2,Low,0,Low,10,Low,220,Low,1,Low,0,Low,1,Low,0,Low,163,Low
KFC,Hidden Valley The Original Ranch Fat Free Dressing,Other,35,Low,53.84955752,Low,0,Low,0,Low,0,Low,0,Low,410,Low,8,Low,0,Low,2,Low,1,Low,36,Low
KFC,KFC® Creamy Parmesan Caesar Dressing,Other,260,Low,53.84955752,Low,26,Low,5,Low,0,Low,15,Low,540,Low,4,Low,0,Low,2,Low,2,Low,265,Low
KFC,Marzetti Light Italian Dressing,Other,15,Low,53.84955752,Low,0.5,Low,0,Low,0,Low,0,Low,510,Low,2,Low,0,Low,1,Low,0,Low,16,Low
KFC,Parmesan Garlic Croutons,Side,60,Low,128.6956522,Low,3,Low,0,Low,0,Low,0,Low,135,Low,8,Low,1,Low,0,Low,2,Low,58,Low
KFC,Apple Turnover,Other,230,Low,53.84955752,Low,10,Low,2.5,Low,0,Low,0,Low,140,Low,32,Low,1,Low,12,Low,2,Low,242.5,Low
KFC,Café Valley Chocolate Chip Cake (1 Slice),Dessert,300,Low,127.2972973,Low,15,Low,3,Low,0,Low,50,Low,260,Low,39,Low,1,Low,27,Low,4,Low,326,Low
KFC,Café Valley Lemon Cake (1 Slice),Dessert,220,Low,127.2972973,Low,10,Low,2,Low,0,Low,30,Low,170,Low,30,Low,0,Low,20,Low,2,Low,240,Low
KFC,Café Valley Mini Chocolate Chip Cake,Dessert,300,Low,127.2972973,Low,12,Low,2.5,Low,0,Low,40,Low,190,Low,49,Low,1,Low,35,Low,3,Low,334.5,Low
KFC,Café Valley Mini Lemon Cake,Dessert,300,Low,127.2972973,Low,13,Low,2.5,Low,0,Low,50,Low,230,Low,43,Low,0,Low,31,Low,3,Low,330.5,Low
KFC,Chocolate Chip Cookie,Dessert,120,Low,127.2972973,Low,6,Low,3,Low,0,Low,5,Low,70,Low,18,Low,1,Low,12,Low,1,Low,134,Low
KFC,Oreo Cookies and Crème Pie,Dessert,270,Low,127.2972973,Low,13,Low,8,Low,0,Low,5,Low,210,Low,35,Low,1,Low,24,Low,3,Low,299,Low
KFC,Reese’s Peanut Butter Pie,Dessert,300,Low,127.2972973,Low,17,Low,9,Low,0,Low,5,Low,270,Low,33,Low,1,Low,22,Low,5,Low,326,Low
KFC,BBQ – Dipping Sauce Cup,Condiment / Sauce,45,Low,35.2,Low,0,Low,0,Low,0,Low,0,Low,150,Low,11,Low,0,Low,11,Low,0,Low,56,Low
KFC,Colonel’s Buttery Spread,Other,35,Low,53.84955752,Low,4,Low,1.5,Low,0,Low,0,Low,35,Low,0,Low,0,Low,0,Low,0,Low,36.5,Low
KFC,Grape Jelly Packet,Condiment / Sauce,35,Low,35.2,Low,0,Low,0,Low,0,Low,0,Low,10,Low,9,Low,0,Low,7,Low,0,Low,42,Low
KFC,Honey Mustard – Dipping Sauce Cup,Condiment / Sauce,110,Low,35.2,Low,9,Low,1.5,Low,0,Low,5,Low,120,Low,6,Low,0,Low,6,Low,0,Low,117.5,Low
KFC,Honey Sauce Packet,Condiment / Sauce,30,Low,35.2,Low,0,Low,0,Low,0,Low,0,Low,0,Low,8,Low,0,Low,5,Low,0,Low,35,Low
KFC,Ketchup,Condiment / Sauce,30,Low,35.2,Low,0,Low,0,Low,0,Low,0,Low,250,Low,8,Low,0,Low,6,Low,0,Low,36,Low
KFC,KFC Sauce – Dipping Sauce Cup,Condiment / Sauce,90,Low,35.2,Low,8,Low,1.5,Low,0,Low,10,Low,170,Low,5,Low,0,Low,5,Low,0,Low,96.5,Low
KFC,Lemon Juice Packet,Drink,5,Low,73.02521008,Low,0,Low,0,Low,0,Low,0,Low,20,Low,1,Low,0,Low,0,Low,0,Low,5,Low
KFC,Ranch – Dipping Sauce Cup,Condiment / Sauce,130,Low,35.2,Low,14,Low,2.5,Low,0,Low,10,Low,240,Low,2,Low,0,Low,1,Low,0,Low,133.5,Low
KFC,Strawberry Jam Packet,Condiment / Sauce,35,Low,35.2,Low,0,Low,0,Low,0,Low,0,Low,0,Low,9,Low,0,Low,6,Low,0,Low,41,Low
KFC,Capri Sun® 100% Juice Fruit Punch,Drink,80,Low,73.02521008,Low,0,Low,0,Low,0,Low,0,Low,25,Low,21,Low,0,Low,20,Low,0,Low,100,Low
KFC,Chocolate Milk 1%,Drink,150,Low,73.02521008,Low,2.5,Low,1.5,Low,0,Low,10,Low,170,Low,26,Low,0,Low,23,Low,7,Low,167.5,Low
KFC,Milk 1%,Drink,90,Low,73.02521008,Low,2,Low,1.5,Low,0,Low,10,Low,105,Low,10,Low,0,Low,10,Low,7,Low,94.5,Low
KFC,Musselman’s™ Applesauce,Condiment / Sauce,45,Low,35.2,Low,0,Low,0,Low,0,Low,0,Low,0,Low,12,Low,1,Low,8,Low,0,Low,53,Low
KFC,7UP® (12 fl oz),Other,140,Low,53.84955752,Low,0,Low,0,Low,0,Low,0,Low,50,Low,35,Low,0,Low,35,Low,0,Low,175,Low
KFC,7UP® (16 fl oz),Other,190,Low,53.84955752,Low,0,Low,0,Low,0,Low,0,Low,70,Low,46,Low,0,Low,46,Low,0,Low,236,Low
KFC,7UP® (20 fl oz),Other,240,Low,53.84955752,Low,0,Low,0,Low,0,Low,0,Low,85,Low,58,Low,0,Low,58,Low,0,Low,298,Low
KFC,7UP® (30 fl oz),Other,350,Low,53.84955752,Low,0,Low,0,Low,0,Low,0,Low,125,Low,87,Low,0,Low,87,Low,0,Low,437,Low
KFC,Classic Lemonade (1/2 Gallon),Drink,880,High,73.02521008,Low,0,Low,0,Low,0,Low,0,Low,780,Low,234,High,0,Low,228,High,0,Low,1108,High
KFC,Classic Lemonade (20 fl oz),Drink,140,Low,73.02521008,Low,0,Low,0,Low,0,Low,0,Low,130,Low,39,Low,0,Low,38,Low,0,Low,178,Low
KFC,Code Red Mountain Dew® (12 fl oz),Other,170,Low,53.84955752,Low,0,Low,0,Low,0,Low,0,Low,50,Low,46,Low,0,Low,46,Low,0,Low,216,Low
KFC,Code Red Mountain Dew® (16 fl oz),Other,230,Low,53.84955752,Low,0,Low,0,Low,0,Low,0,Low,65,Low,62,Low,0,Low,62,Low,0,Low,292,Low
KFC,Code Red Mountain Dew® (20 fl oz),Other,290,Low,53.84955752,Low,0,Low,0,Low,0,Low,0,Low,85,Low,77,Low,0,Low,77,Low,0,Low,367,Low
KFC,Code Red Mountain Dew® (30 fl oz),Other,430,Mid,53.84955752,Low,0,Low,0,Low,0,Low,0,Low,125,Low,116,Mid,0,Low,115,Mid,0,Low,545,Mid
KFC,Diet Dr Pepper® (12 fl oz),Drink,0,Low,73.02521008,Low,0,Low,0,Low,0,Low,0,Low,70,Low,0,Low,0,Low,0,Low,0,Low,0,Low
KFC,Diet Dr Pepper® (16 fl oz),Drink,0,Low,73.02521008,Low,0,Low,0,Low,0,Low,0,Low,95,Low,0,Low,0,Low,0,Low,0,Low,0,Low
KFC,Diet Dr Pepper® (20 fl oz),Drink,0,Low,73.02521008,Low,0,Low,0,Low,0,Low,0,Low,120,Low,0,Low,0,Low,0,Low,0,Low,0,Low
KFC,Diet Dr Pepper® (30 fl oz),Drink,0,Low,73.02521008,Low,0,Low,0,Low,0,Low,0,Low,180,Low,0,Low,0,Low,0,Low,0,Low,0,Low
KFC,Diet Mist Twst® (12 fl oz),Other,0,Low,53.84955752,Low,0,Low,0,Low,0,Low,0,Low,35,Low,0,Low,0,Low,0,Low,0,Low,0,Low
KFC,Diet Mist Twst® (16 fl oz),Other,0,Low,53.84955752,Low,0,Low,0,Low,0,Low,0,Low,50,Low,0,Low,0,Low,0,Low,0,Low,0,Low
KFC,Diet Mist Twst® (20 fl oz),Other,0,Low,53.84955752,Low,0,Low,0,Low,0,Low,0,Low,60,Low,0,Low,0,Low,0,Low,0,Low,0,Low
KFC,Diet Mist Twst® (30 fl oz),Other,5,Low,53.84955752,Low,0,Low,0,Low,0,Low,0,Low,95,Low,0,Low,0,Low,0,Low,0,Low,5,Low
KFC,Diet Mountain Dew® (12 fl oz),Other,0,Low,53.84955752,Low,0,Low,0,Low,0,Low,0,Low,55,Low,1,Low,0,Low,0,Low,0,Low,0,Low
KFC,Diet Mountain Dew® (16 fl oz),Other,5,Low,53.84955752,Low,0,Low,0,Low,0,Low,0,Low,75,Low,1,Low,0,Low,0,Low,0,Low,5,Low
KFC,Diet Mountain Dew® (20 fl oz),Other,10,Low,53.84955752,Low,0,Low,0,Low,0,Low,0,Low,90,Low,1,Low,0,Low,1,Low,0,Low,11,Low
KFC,Diet Mountain Dew® (30 fl oz),Other,10,Low,53.84955752,Low,0,Low,0,Low,0,Low,0,Low,140,Low,1,Low,0,Low,1,Low,0,Low,11,Low
KFC,Diet Pepsi® (12 fl oz),Drink,0,Low,73.02521008,Low,0,Low,0,Low,0,Low,0,Low,55,Low,0,Low,0,Low,0,Low,0,Low,0,Low
KFC,Diet Pepsi® (16 fl oz),Drink,0,Low,73.02521008,Low,0,Low,0,Low,0,Low,0,Low,75,Low,0,Low,0,Low,0,Low,0,Low,0,Low
KFC,Diet Pepsi® (20 fl oz),Drink,0,Low,73.02521008,Low,0,Low,0,Low,0,Low,0,Low,95,Low,0,Low,0,Low,0,Low,0,Low,0,Low
KFC,Diet Pepsi® (30 fl oz),Drink,0,Low,73.02521008,Low,0,Low,0,Low,0,Low,0,Low,140,Low,0,Low,0,Low,0,Low,0,Low,0,Low
KFC,Diet Pepsi® Wild Cherry Pepsi® (12 fl oz),Drink,0,Low,73.02521008,Low,0,Low,0,Low,0,Low,0,Low,35,Low,0,Low,0,Low,0,Low,0,Low,0,Low
KFC,Diet Pepsi® Wild Cherry Pepsi® (16 fl oz),Drink,0,Low,73.02521008,Low,0,Low,0,Low,0,Low,0,Low,50,Low,0,Low,0,Low,0,Low,0,Low,0,Low
KFC,Diet Pepsi® Wild Cherry Pepsi® (20 fl oz),Drink,0,Low,73.02521008,Low,0,Low,0,Low,0,Low,0,Low,60,Low,0,Low,0,Low,0,Low,0,Low,0,Low
KFC,Diet Pepsi® Wild Cherry Pepsi® (30 fl oz),Drink,0,Low,73.02521008,Low,0,Low,0,Low,0,Low,0,Low,95,Low,0,Low,0,Low,0,Low,0,Low,0,Low
KFC,Dr Pepper® (12 fl oz),Drink,140,Low,73.02521008,Low,0,Low,0,Low,0,Low,0,Low,45,Low,39,Low,0,Low,38,Low,0,Low,178,Low
KFC,Dr Pepper® (16 fl oz),Drink,190,Low,73.02521008,Low,0,Low,0,Low,0,Low,0,Low,60,Low,52,Low,0,Low,51,Low,0,Low,241,Low
KFC,Dr Pepper® (20 fl oz),Drink,240,Low,73.02521008,Low,0,Low,0,Low,0,Low,0,Low,75,Low,65,Low,0,Low,64,Low,0,Low,304,Low
KFC,Dr Pepper® (30 fl oz),Drink,360,Low,73.02521008,Low,0,Low,0,Low,0,Low,0,Low,110,Low,98,Mid,0,Low,96,Mid,0,Low,456,Mid
KFC,Lipton® Brisk® Lemon Tea (12 fl oz),Drink,80,Low,73.02521008,Low,0,Low,0,Low,0,Low,0,Low,40,Low,22,Low,0,Low,22,Low,0,Low,102,Low
